p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CSDE1,9.57419432910467e-17,-0.320698906039463,0.567,0.724,1.36011004639261e-12
IFI44L,1.58171246447776e-09,-0.320756738268449,0.047,0.117,2.2469807270371e-05
LETMD1,9.34853163045625e-09,-0.321239370190765,0.131,0.214,0.000132805240342261
GIMAP2,5.14435277534413e-09,-0.321295827329943,0.203,0.295,7.30806755265387e-05
SINHCAF,1.39765356061235e-08,-0.32312853351895,0.16,0.244,0.00019855066482059
ARHGAP15,1.1096330575061e-09,-0.323786916749442,0.287,0.388,1.57634472149317e-05
LPAR6,2.01942050076493e-10,-0.323947546185547,0.055,0.133,2.86878876338667e-06
KDELR1,7.17950077388054e-11,-0.32397802083818,0.201,0.313,1.01991987993747e-06
CLNS1A,4.81860187166731e-11,-0.323998272605737,0.25,0.366,6.84530581889058e-07
TSPYL1,2.86479453484983e-09,-0.324451384312837,0.175,0.268,4.06972711620767e-05
RBPJ,1.02329640172964e-09,-0.325085941425619,0.177,0.277,1.45369486829713e-05
TBCA,1.26612383804472e-15,-0.325235235059904,0.434,0.596,1.79865552432633e-11
CBX5,3.07159413466505e-08,-0.325923176974488,0.116,0.19,0.000436350662770517
ZNF706,5.29367664061186e-13,-0.325926926354157,0.299,0.43,7.52019703565321e-09
CTBS,1.21917597807322e-09,-0.326001202256652,0.133,0.227,1.73196139445082e-05
RPS8,2.26276118900357e-104,-0.326378856834274,1,1,3.21447854509847e-100
FYB1,8.45394312531747e-31,-0.326967085427818,0.795,0.847,1.2009671603826e-26
PTEN,9.94630676895119e-12,-0.327406393517227,0.286,0.409,1.41297233959721e-07
ARID5B,2.64052180072167e-08,-0.327538849770525,0.247,0.336,0.00037511252701052
MAN2A1,1.21733909497608e-09,-0.328244880323749,0.124,0.215,1.72935191832302e-05
TMEM8A,3.94210499428059e-10,-0.32826289118507,0.087,0.172,5.600154354875e-06
SQOR,6.5475103749404e-10,-0.328370848266306,0.123,0.216,9.30139323864033e-06
NT5C3A,7.63277813722958e-09,-0.328503932546403,0.197,0.288,0.000108431246217483
PTBP3,2.7253152778532e-12,-0.329068608792533,0.355,0.482,3.87158288371825e-08
LILRB1,8.55841799530031e-11,-0.329154276477227,0.04,0.114,1.21580886041236e-06
OAS1,5.15019855109107e-11,-0.32919676168179,0.043,0.12,7.31637206167997e-07
OXA1L,3.56938373737438e-10,-0.329298074586083,0.201,0.306,5.07066653731405e-06
EEF2,5.97081765708053e-55,-0.329622786911665,0.918,0.974,8.4821435636486e-51
BNIP3L,1.47978932327954e-10,-0.329653789443968,0.248,0.358,2.10218871265091e-06
CORO1C,2.13416812334028e-13,-0.329748671722627,0.022,0.1,3.0317992360172e-09
AHCY,1.16939045698039e-11,-0.329808116636701,0.029,0.101,1.66123608318634e-07
PSIP1,6.90471665054783e-12,-0.32981059740928,0.388,0.505,9.80884047376825e-08
DUSP1,2.27366376340344e-07,-0.330435724239276,0.448,0.509,0.00322996674229092
TRADD,2.02359333028169e-09,-0.330798408654515,0.164,0.259,2.87471668499817e-05
TMEM63A,1.68814408477986e-07,-0.33081535894064,0.105,0.172,0.00239817748683828
CCNY,1.52166854012061e-09,-0.331299515823869,0.214,0.314,2.16168232809534e-05
ANXA2R,4.00835123925084e-08,-0.331696625535629,0.127,0.202,0.000569426377047975
CLN5,7.20221845264804e-10,-0.332582522859756,0.088,0.171,1.02314715338318e-05
PFKFB3,2.9376990682356e-12,-0.33285987292967,0.025,0.1,4.17329529633549e-08
CYB561A3,2.23942033655005e-08,-0.333048168431287,0.093,0.166,0.0003181320530103
MBOAT7,6.32458402567191e-11,-0.333985757384946,0.054,0.135,8.98470406686952e-07
NDUFB3,9.29880169976472e-12,-0.334384175358019,0.194,0.311,1.32098776946858e-07
GABARAP,3.283954328404e-10,-0.334941417136094,0.122,0.215,4.66518551893072e-06
STX7,4.23771228633778e-07,-0.337444425351937,0.133,0.207,0.00602009407397145
RPS13,5.50601009288721e-98,-0.337685500460292,1,1,7.82183793795557e-94
STMN1,1.15504909017059e-06,-0.337781767293031,0.122,0.185,0.0164086273749634
NABP1,2.5406909031155e-10,-0.337836757918219,0.069,0.149,3.60930549696587e-06
UBE2R2,6.92575684475669e-11,-0.337942334819961,0.245,0.354,9.83873017366135e-07
MLLT3,1.45224333990737e-07,-0.339418837046059,0.169,0.242,0.00206305688867241
HHEX,3.90241859074536e-11,-0.339785813592548,0.047,0.126,5.54377585001285e-07
LAPTM5,9.99234044731087e-33,-0.340094905150448,0.807,0.913,1.41951188394498e-28
CBWD1,1.10539369425108e-10,-0.341087416671527,0.059,0.138,1.57032228205309e-06
PIM1,2.95273352552621e-09,-0.34148138044453,0.194,0.286,4.19465324636254e-05
GNS,2.29394756004828e-10,-0.341864650822008,0.083,0.17,3.25878190380459e-06
MBD2,2.02256369237425e-13,-0.343093270713929,0.306,0.437,2.87325398138686e-09
NSA2,6.30637791831428e-19,-0.343284675013523,0.631,0.788,8.95884047075727e-15
ABHD14B,3.43292301507369e-10,-0.343292770892547,0.18,0.275,4.87681043521368e-06
ATG3,7.95716848540304e-11,-0.343296566077134,0.172,0.279,1.13039535503636e-06
MYCBP2,2.73052679295082e-14,-0.344170625372749,0.435,0.587,3.87898636206593e-10
VSIR,3.22353586706655e-11,-0.345523772300707,0.363,0.462,4.57935505275474e-07
TRBC2,2.96856353658682e-14,-0.345648489831641,0.749,0.707,4.21714136007523e-10
CAT,3.10354507232267e-11,-0.346941341293558,0.17,0.28,4.40889612974158e-07
TAF1D,4.45788696891334e-13,-0.34713303267299,0.326,0.459,6.33287422803829e-09
NAGK,1.00696804524317e-10,-0.347139632030408,0.092,0.182,1.43049880507245e-06
MTERF4,1.14931100253748e-09,-0.34744525453906,0.234,0.323,1.63271121020475e-05
NSD3,1.43395637471831e-13,-0.347539172051537,0.419,0.541,2.03707842592484e-09
SAMSN1,6.95847765183658e-10,-0.347688079873454,0.179,0.278,9.88521335219905e-06
SEC62,2.53670866716058e-16,-0.347690768344518,0.495,0.648,3.60364833256832e-12
RPLP0,3.32822951607732e-84,-0.347813059246828,0.996,0.999,4.72808285053944e-80
NXPE3,1.53846435974641e-09,-0.349249152713282,0.101,0.183,2.18554246945575e-05
CEP170,4.16107695528914e-12,-0.350773708608507,0.043,0.125,5.91122592268375e-08
RNASEH2B,6.14403095529104e-11,-0.35093253020752,0.244,0.354,8.72821037508645e-07
SMIM26,1.35841770556543e-13,-0.351928804681853,0.297,0.434,1.92976819252625e-09
STK24,1.54319812099204e-12,-0.352134045051744,0.205,0.329,2.19226725068129e-08
NIN,3.44005977047143e-12,-0.352261791900231,0.224,0.347,4.88694890993171e-08
PEBP1,1.45768196272757e-13,-0.35288882004015,0.416,0.536,2.07078299625078e-09
FAM200B,5.77897183149799e-10,-0.353007874317395,0.146,0.239,8.20960738382604e-06
ATP6V1B2,1.21556537183214e-11,-0.353267508454102,0.08,0.174,1.72683216722474e-07
AGPAT3,2.58139558380123e-12,-0.353516245228409,0.069,0.162,3.66713056634803e-08
SDCBP,1.45109418146791e-14,-0.353853604849033,0.356,0.493,2.06142439419332e-10
ATP5PO,2.89714019217472e-19,-0.353907791281031,0.491,0.658,4.1156773570034e-15
WASHC4,1.52871174297877e-10,-0.354203540241295,0.109,0.201,2.17168790207564e-06
VNN2,3.44162403611782e-10,-0.35477590706013,0.045,0.116,4.88917110570897e-06
RPL36A,1.03039968719021e-44,-0.354930811431095,0.907,0.956,1.46378579562242e-40
YWHAE,6.53084716156779e-13,-0.355629844839191,0.233,0.359,9.2777214777232e-09
SMDT1,1.16149124787862e-16,-0.356218924045785,0.496,0.649,1.65001446673637e-12
MFSD12,1.58450853037726e-12,-0.356267397474715,0.052,0.139,2.25095281825393e-08
UBL3,3.72094592689842e-11,-0.35692463754004,0.187,0.292,5.2859757837519e-07
CD48,4.43689506641973e-46,-0.356977475517661,0.848,0.942,6.30305313135587e-42
ZBTB25,4.5656827161845e-09,-0.357251333088388,0.142,0.226,6.48600886661171e-05
EDEM3,3.51402632075658e-12,-0.357984346874234,0.053,0.14,4.99202579126679e-08
LEPROTL1,8.81681338673299e-17,-0.358088755007343,0.598,0.697,1.25251650971929e-12
LACTB,4.2560858857763e-11,-0.358402756997156,0.065,0.149,6.04619560933381e-07
GPX4,7.99074166596025e-20,-0.358580235386268,0.543,0.718,1.13516476106631e-15
RBM26,7.87916343085509e-10,-0.35967134091755,0.235,0.334,1.11931395698727e-05
TRDMT1,5.88035407370214e-10,-0.359860213545958,0.055,0.128,8.35363099710126e-06
MAP3K2,1.62765582092638e-10,-0.360307998615784,0.23,0.335,2.31224785920802e-06
MALT1,1.51797471076957e-10,-0.360457296364907,0.181,0.281,2.15643487411926e-06
PABPC1,3.58793267536104e-78,-0.360552116709284,0.952,0.979,5.09701715861789e-74
SAT1,6.11818998088907e-09,-0.361813045438083,0.644,0.667,8.69150068685102e-05
GLUL,2.5237030124831e-08,-0.361929372114627,0.14,0.221,0.000358517249953349
HSBP1,1.43160308419494e-11,-0.362663001872436,0.124,0.226,2.03373534140734e-07
DDX18,1.98839164767635e-14,-0.363041480932186,0.358,0.488,2.82470917468903e-10
WDR74,8.04774106944643e-11,-0.363840406602842,0.168,0.269,1.14326209632556e-06
TP53INP1,3.52280506168038e-11,-0.364589615019087,0.049,0.128,5.00449687062315e-07
AIDA,3.97438477417977e-11,-0.364782568176862,0.154,0.258,5.64601101019978e-07
FOXO1,2.33492080174135e-10,-0.365338994362258,0.087,0.17,3.31698849095376e-06
SFXN1,1.55525301459425e-10,-0.366362654784816,0.207,0.308,2.2093924325326e-06
NUMB,3.8341091635312e-12,-0.367392131896317,0.117,0.221,5.44673547771242e-08
RAB10,4.10742017578305e-12,-0.367861828984584,0.097,0.197,5.8350011017174e-08
KLF7,1.19890580766598e-11,-0.36819978429199,0.052,0.134,1.70316559037029e-07
TRPS1,1.68542139682593e-11,-0.36925807515131,0.083,0.175,2.39430963633092e-07
ABRACL,3.15664992393326e-15,-0.369322621670805,0.287,0.436,4.4843368819396e-11
THEM4,1.69580690496141e-09,-0.369844461874983,0.106,0.188,2.40906328918818e-05
LSM5,4.07000964679747e-12,-0.371111638797218,0.253,0.369,5.78185570424048e-08
SSBP2,3.47139962824821e-10,-0.371457536705155,0.054,0.127,4.93147031188941e-06
ZBTB18,2.0152752316362e-12,-0.372861272358979,0.041,0.122,2.86289999406238e-08
UBE2D1,1.67640175899214e-11,-0.373990161654302,0.089,0.183,2.38149633882424e-07
IFT57,8.22702630053802e-11,-0.374760508303205,0.062,0.142,1.16873135625443e-06
ATP5PD,3.4623999124868e-17,-0.375345725250518,0.369,0.533,4.91868531567874e-13
PLEKHO1,2.25560150986233e-10,-0.375555020233708,0.25,0.349,3.20430750491043e-06
CDR2,1.87868571257048e-11,-0.377477820264108,0.062,0.143,2.66886092327763e-07
RNF157,8.1948333182208e-11,-0.378811776361008,0.045,0.118,1.16415802118645e-06
ADK,1.11217466275686e-10,-0.378949359836546,0.112,0.206,1.57995532591239e-06
RTRAF,8.56790153085318e-17,-0.379108845664746,0.364,0.525,1.217156091473e-12
ITPR1,2.59898829106675e-08,-0.379142142401497,0.141,0.22,0.000369212276628943
IFNAR1,2.26640022574168e-11,-0.379694938405171,0.15,0.254,3.21964816068863e-07
HECA,4.13979712805184e-13,-0.380159084046911,0.198,0.319,5.88099580011045e-09
STAT1,4.20987976064149e-15,-0.382932191797505,0.413,0.556,5.9805551879673e-11
NOP53,8.40905091352154e-36,-0.38343933269588,0.814,0.906,1.19458977277487e-31
OTUD1,2.76200885250056e-12,-0.383959835312139,0.098,0.196,3.9237097758623e-08
PRDX3,1.49086041650992e-14,-0.384694756161433,0.069,0.175,2.11791630769399e-10
ANTXR2,3.50768026679236e-14,-0.38481911640703,0.023,0.105,4.98301058700523e-10
UNC93B1,8.58973591619904e-13,-0.386099729176462,0.051,0.138,1.22025788425524e-08
MX1,8.83046312270249e-12,-0.386231979187333,0.08,0.173,1.25445559121112e-07
TMEM243,1.1781972783925e-12,-0.386413071749533,0.265,0.378,1.67374705368439e-08
CHMP3,1.96010421860465e-12,-0.386565424108593,0.189,0.303,2.78452405294977e-08
DARS,2.04405794156555e-12,-0.389061530524582,0.17,0.28,2.90378871178803e-08
ZFAND5,4.72561682079486e-10,-0.389407556624198,0.245,0.34,6.71321125562117e-06
MAP4K2,9.77110950353966e-12,-0.389691190372541,0.081,0.172,1.38808381607284e-07
PYCARD,1.58411545987491e-11,-0.390302206028386,0.233,0.341,2.2503944222983e-07
GRAP2,2.11865989021078e-09,-0.390318713830126,0.127,0.211,3.00976824003343e-05
MID1IP1,8.193508774904e-14,-0.390319797837741,0.028,0.11,1.16396985656286e-09
IPCEF1,9.19468754344392e-11,-0.390683294647417,0.14,0.234,1.30619731242164e-06
EIF3H,7.35158764105155e-30,-0.392064740991783,0.676,0.859,1.04436654028778e-25
LGALS3BP,1.74209915936008e-13,-0.393036792990836,0.028,0.108,2.47482606578693e-09
DICER1,1.10478727325738e-12,-0.393341973753303,0.177,0.294,1.56946080038943e-08
SLC8B1,2.23252980485185e-12,-0.394002044178314,0.04,0.12,3.17153184077254e-08
GSTO1,2.17842982568041e-13,-0.394626777977082,0.239,0.362,3.0946774103616e-09
S100A11,9.97369654264216e-12,-0.394938676771562,0.431,0.524,1.41686333084775e-07
GRAMD1A,4.42723452847175e-12,-0.395112341506564,0.134,0.239,6.28932937114696e-08
PDE7A,1.84825482413478e-10,-0.395500072143417,0.146,0.238,2.62563080316587e-06
TRMT1,4.92180902694967e-13,-0.396020112756523,0.055,0.147,6.9919219036847e-09
TNFSF10,2.22142863508329e-08,-0.396782577223871,0.127,0.203,0.000315576151899932
ERO1A,5.18515077897997e-14,-0.397386623961186,0.146,0.269,7.36602519661894e-10
SLC43A2,9.88695190201182e-17,-0.398191925918378,0.022,0.117,1.4045403871998e-12
ARHGEF2,3.08183230538612e-14,-0.398591721857905,0.071,0.175,4.37805097303152e-10
MCL1,7.88633016232086e-16,-0.399587004324494,0.419,0.549,1.1203320628593e-11
USP3,9.65805163069407e-15,-0.399767336728201,0.277,0.411,1.3720228146564e-10
NDUFV2,3.18504142967446e-16,-0.401293885581985,0.28,0.422,4.52466985499553e-12
IGBP1,4.84800748983655e-16,-0.401460362249144,0.258,0.404,6.8870794400618e-12
SLC25A24,6.00166505533538e-15,-0.401466224079566,0.045,0.142,8.52596537760944e-11
RNF149,2.9051704378407e-15,-0.403557601242316,0.314,0.444,4.12708512399649e-11
H2AFY,1.6167434963716e-17,-0.404506833384771,0.353,0.495,2.2967458109455e-13
FAM120A,4.62911389465498e-14,-0.404620614693739,0.2,0.328,6.57611919874686e-10
MPP1,1.91639845208611e-13,-0.404625326861396,0.031,0.115,2.72243564103352e-09
NINJ1,9.34827985929513e-13,-0.404654485028869,0.157,0.269,1.32801663681147e-08
TIAM1,9.72599268762603e-15,-0.405615331995828,0.034,0.124,1.38167452120415e-10
NECAP2,4.66497662131867e-14,-0.4057612989408,0.234,0.358,6.6270657882453e-10
LSM6,1.97183154875283e-14,-0.406077170357416,0.177,0.303,2.80118389815828e-10
EIF4B,4.8023156749196e-30,-0.406418279466331,0.631,0.803,6.82216964779078e-26
TMEM238,8.5001592610278e-12,-0.408877515862899,0.13,0.229,1.20753262462161e-07
SLC36A4,9.18277955025312e-14,-0.409292388783737,0.051,0.143,1.30450566290896e-09
MAP3K7CL,1.69177207589747e-12,-0.410062108219414,0.028,0.104,2.40333141101995e-08
NDUFB5,1.09386711876975e-17,-0.410177111771972,0.203,0.356,1.5539476289243e-13
SIRPG,1.6039712592127e-13,-0.410384682028546,0.028,0.108,2.27860157083756e-09
EIF3M,4.08641944873185e-24,-0.410487531467767,0.484,0.671,5.80516746886847e-20
BZW2,8.17175415812487e-14,-0.41196723510253,0.072,0.171,1.16087939570322e-09
GNB4,6.14594379106135e-17,-0.413337776288316,0.021,0.115,8.73092774958175e-13
NCOA3,7.29129318484289e-15,-0.413634641020021,0.17,0.301,1.03580110983878e-10
ERP29,1.22342777773904e-29,-0.414750581385805,0.595,0.792,1.73800150105608e-25
TOMM20,5.90714121648084e-27,-0.415822849844374,0.531,0.723,8.39168481213268e-23
SNX18,2.73729165012352e-15,-0.415868269606946,0.052,0.155,3.88859651816548e-11
CALHM6,3.00280910139457e-13,-0.416341979578624,0.049,0.14,4.26579060944113e-09
ACSL4,2.89592387370999e-14,-0.4163517086547,0.083,0.192,4.11394945499242e-10
RFLNB,1.6564335900194e-11,-0.4170298093291,0.209,0.314,2.35312955798156e-07
EMILIN2,2.00542164100367e-18,-0.417301833250991,0.01,0.104,2.84890198320981e-14
SYNE3,3.48434668687557e-15,-0.419010646968656,0.036,0.13,4.94986290337543e-11
NAAA,9.49459567360882e-16,-0.41949607802685,0.165,0.301,1.34880226139287e-11
AGFG1,3.67039980703373e-13,-0.420686987868899,0.097,0.201,5.21416996587212e-09
DUT,1.41550892015586e-15,-0.42139217302722,0.209,0.351,2.01087197197341e-11
SYNGR2,7.43096468863543e-14,-0.421802723743075,0.153,0.272,1.05564284366755e-09
UXT,2.70455523313852e-24,-0.421881519743096,0.507,0.696,3.84209116419659e-20
PPP1CC,1.07056907048364e-19,-0.422222233023401,0.304,0.473,1.52085042152906e-15
R3HDM4,2.13819384236709e-13,-0.422664268052786,0.21,0.33,3.03751817246669e-09
LAP3,1.34195683093939e-09,-0.422838341350409,0.188,0.277,1.9063838740325e-05
USP10,9.71184494371721e-13,-0.423756196058682,0.099,0.199,1.37966469270447e-08
CD83,2.88038433724733e-11,-0.424200118642309,0.035,0.107,4.09187398949355e-07
NFIC,8.3843394588943e-14,-0.424548451870532,0.09,0.195,1.19107926353052e-09
PDK1,1.44336785888464e-09,-0.424967937074858,0.107,0.186,2.05044838033152e-05
PLEC,1.84398109406104e-15,-0.425191284824741,0.104,0.224,2.61955954222311e-11
EZR,3.01690355310698e-17,-0.425930529447688,0.403,0.541,4.28581318754377e-13
RNF141,1.77158561340903e-16,-0.427788867593183,0.031,0.13,2.51671452240887e-12
TLE3,1.14453120799726e-15,-0.430520161592764,0.07,0.182,1.6259210340809e-11
ATP1A1,7.20511529909331e-18,-0.430733563963161,0.2,0.353,1.0235586793892e-13
SVIP,3.1940777278374e-12,-0.430828549714235,0.18,0.283,4.53750682016581e-08
ODC1,5.11193175379005e-12,-0.431689913816552,0.156,0.26,7.26201024943415e-08
MFSD1,1.77074843315206e-14,-0.43251055061342,0.076,0.184,2.51552522413581e-10
DNAJB1,1.56765783602633e-17,-0.43252660028053,0.286,0.438,2.22701472185901e-13
LIMS1,1.84556089834509e-12,-0.43261911554542,0.176,0.291,2.62180381218903e-08
SNX27,1.94757785672924e-15,-0.433114090403245,0.078,0.19,2.76672910326955e-11
AIMP1,3.34283705934412e-19,-0.433407768217087,0.317,0.484,4.74883432650426e-15
C20orf27,3.14032836316579e-15,-0.433786715382274,0.077,0.188,4.46115047271332e-11
NOL7,8.96225076732201e-18,-0.43398792095601,0.276,0.425,1.27317734400577e-13
EIF3L,3.92942701058441e-32,-0.434669775300209,0.581,0.778,5.58214401123622e-28
CD82,4.05160603559037e-16,-0.434675507196174,0.014,0.1,5.75571153415968e-12
BACH2,5.99582295931801e-10,-0.436551020119244,0.066,0.139,8.51766609600716e-06
EVI2A,3.63431277451501e-13,-0.436941980536698,0.163,0.276,5.16290472747602e-09
NOTCH2,1.19486905841633e-14,-0.437206733485506,0.111,0.226,1.69743098438624e-10
PPP1R14B,2.12460504468635e-13,-0.437236765436341,0.136,0.248,3.01821392648143e-09
SH3YL1,3.37438030663557e-11,-0.437903582701515,0.083,0.169,4.7936446636065e-07
LGALS9,7.5669816303408e-13,-0.440925582019463,0.119,0.222,1.07496541040621e-08
TAB2,1.28930982278293e-13,-0.44137777879837,0.123,0.231,1.83159353424544e-09
FAM117B,7.00998063926687e-16,-0.442149924916418,0.034,0.128,9.95837849614252e-12
OGFRL1,2.61279923558026e-11,-0.443272966380349,0.104,0.196,3.71174259406532e-07
VPS35,1.82906544520849e-16,-0.44364035966089,0.163,0.299,2.59837037146318e-12
PAK1,1.0357790495725e-17,-0.444974814893028,0.03,0.134,1.47142771782269e-13
ADPRM,4.01713385173501e-15,-0.445096833764522,0.031,0.122,5.70674034977475e-11
EIF2S3,1.22635109693238e-31,-0.445876895393958,0.548,0.757,1.74215436830213e-27
RCSD1,6.22661086973e-20,-0.446086222703929,0.362,0.539,8.84552340153844e-16
STRBP,1.08740906060653e-12,-0.446546645164024,0.036,0.116,1.54477331149764e-08
CNN2,1.40589851781304e-22,-0.446677300913458,0.362,0.557,1.9972194344052e-18
CIITA,2.27542835348717e-16,-0.448476679020297,0.021,0.112,3.23247351896387e-12
RASA4,2.43191252289931e-15,-0.448843296231523,0.036,0.13,3.45477493003076e-11
ASAP1,9.6651717736355e-15,-0.449384690016936,0.083,0.192,1.37303430216266e-10
ZNF101,2.64806874335788e-13,-0.449753050408845,0.11,0.214,3.7618464568142e-09
SCIMP,6.59866782526855e-18,-0.45053559967407,0.014,0.109,9.3740675125765e-14
TGFBR2,3.23770318888238e-16,-0.450790556654674,0.23,0.364,4.59948115012631e-12
TNFRSF25,3.92458628357024e-13,-0.450923217568398,0.069,0.161,5.57526727443988e-09
ODF3B,2.63461788696311e-18,-0.451853732197062,0.023,0.126,3.74273817021979e-14
RPL23,1.29215837436515e-123,-0.452547782590783,0.981,0.995,1.83564018662314e-119
MSL3,5.56403634185105e-16,-0.45435083183842,0.16,0.29,7.9042700272336e-12
SELENOM,3.5019256638087e-14,-0.45435304696957,0.076,0.176,4.97483559800664e-10
EIF4EBP1,4.79169187239665e-17,-0.454370469295633,0.048,0.157,6.80707747392668e-13
NCOA4,1.65544651871629e-13,-0.454844014458421,0.201,0.32,2.35172732448836e-09
TMEM14B,3.40033118350449e-21,-0.456166234255041,0.265,0.443,4.83051047928648e-17
PABPC4,8.42110278663801e-18,-0.456647378532582,0.2,0.351,1.1963018618698e-13
TMPO,3.0694427067222e-19,-0.457628867441802,0.267,0.425,4.36045030916956e-15
SCPEP1,2.09576754189676e-14,-0.458000993648852,0.095,0.205,2.97724737001854e-10
CSGALNACT1,1.41021334160046e-15,-0.458522174463807,0.017,0.101,2.00334907307761e-11
UBXN11,2.7842343691065e-18,-0.458722430188235,0.025,0.129,3.95528334475269e-14
PPBP,3.15643554130996e-07,-0.460699352194111,0.075,0.137,0.00448403232998493
H1FX,9.9397607240272e-28,-0.46143580752715,0.419,0.666,1.4120424084553e-23
DDX21,5.1678405922051e-22,-0.466873607275536,0.334,0.51,7.34143434528656e-18
RALGPS2,4.60616163758157e-09,-0.46740909096193,0.042,0.103,6.54351322234838e-05
EPHX2,1.11398780592511e-14,-0.468420977934049,0.025,0.109,1.58253107709721e-10
SERP1,1.45427291719725e-37,-0.468432066218972,0.591,0.781,2.06594010617042e-33
ITPKB,5.7795594994407e-15,-0.46879158265147,0.119,0.236,8.21044222490546e-11
SULT1A1,9.18994106849346e-17,-0.469759129045734,0.035,0.135,1.30552302819018e-12
MEF2A,2.32133370141481e-17,-0.470682524345592,0.087,0.21,3.29768665622987e-13
NPC2,2.38758499391123e-14,-0.471400623738671,0.282,0.391,3.39180324235029e-10
KYNU,9.23330210655483e-22,-0.471705739929433,0,0.101,1.31168289725718e-17
ANK3,7.66955467994519e-14,-0.47175129903525,0.051,0.141,1.08953693783301e-09
NDUFC1,2.62657650758005e-20,-0.472433221940738,0.234,0.399,3.73131458666823e-16
MEGF9,3.48251804421074e-13,-0.475640176187178,0.09,0.191,4.94726513360578e-09
DPYD,4.11135015430027e-16,-0.475859673590068,0.135,0.261,5.84058402919896e-12
ENTPD1,1.22681079749552e-19,-0.478172947234224,0.011,0.111,1.74280741892213e-15
ZYX,1.14707442227157e-16,-0.479823206884345,0.212,0.348,1.62953392427899e-12
CREG1,3.25878048364734e-19,-0.482263913895425,0.025,0.134,4.62942355506941e-15
A1BG,6.18786157315204e-15,-0.482333812248743,0.082,0.19,8.79047615081979e-11
NDFIP1,3.53659791370742e-22,-0.482628999714617,0.35,0.523,5.02409099621276e-18
DENND5A,1.07708341028578e-21,-0.483719179674142,0.022,0.14,1.53010469265197e-17
IGSF6,2.22502492322015e-17,-0.483965590131975,0.028,0.128,3.16087040592654e-13
TTC39C,1.29507802563097e-17,-0.48552073439473,0.2,0.345,1.83978784321136e-13
PLXNC1,9.75663926409862e-18,-0.485914234376001,0.045,0.155,1.38602817385785e-13
ETS2,1.45990312838365e-19,-0.486754230085391,0.021,0.127,2.07393838418181e-15
ZFAND1,9.15692169620799e-17,-0.487245389215138,0.103,0.224,1.30083229616331e-12
FKBP1A,3.31714835868089e-28,-0.491033372351872,0.394,0.588,4.71234095834207e-24
LY9,1.23341182274608e-16,-0.491246318209,0.105,0.224,1.75218483539307e-12
PLAUR,4.03014680478317e-19,-0.491657933783133,0.011,0.108,5.72522655087497e-15
PPP1R2,2.39708243648202e-26,-0.492080116612348,0.381,0.563,3.40529530926636e-22
SNX9,3.79650174558261e-18,-0.493031959513784,0.034,0.14,5.39331037977466e-14
PCED1B,5.12929950486995e-14,-0.495079688919931,0.101,0.203,7.28668287661825e-10
RGCC,8.33674895265152e-17,-0.495719800416062,0.021,0.112,1.18431855621368e-12
HMGA1,2.99839807559725e-20,-0.496276297309843,0.166,0.32,4.25952430619346e-16
TACC3,1.59307031815389e-18,-0.496677787236053,0.064,0.184,2.26311569396941e-14
IL4R,2.71229576267184e-13,-0.496759963411995,0.09,0.19,3.85308736045161e-09
PRDX1,3.68263981080097e-23,-0.497092623936382,0.253,0.431,5.23155811522386e-19
SCO2,8.00052646762077e-14,-0.499556867318457,0.105,0.211,1.13655478999021e-09
TMEM170B,7.27555453353462e-20,-0.50152682294042,0.01,0.11,1.03356527703393e-15
BACH1,2.91489769432007e-16,-0.502677475300215,0.094,0.211,4.14090366455109e-12
CDKN1B,3.53439740417547e-22,-0.505335505828717,0.258,0.424,5.02096495237167e-18
ATF7IP2,2.5274218049726e-18,-0.508900194727243,0.206,0.348,3.59045541614407e-14
RXRA,1.37586358893295e-19,-0.509151115417449,0.035,0.149,1.95455181443815e-15
ANP32B,3.69510506364199e-46,-0.50976232172753,0.613,0.835,5.24926625340981e-42
RIC3,7.03419299632213e-17,-0.51062223391692,0.028,0.123,9.99277457057521e-13
LDLRAP1,4.48219537643675e-16,-0.511463553172267,0.092,0.203,6.36740675176604e-12
SECTM1,3.36517138227559e-22,-0.512980264218214,0.002,0.107,4.7805624656607e-18
KLF10,6.80958078193836e-09,-0.513369390109706,0.17,0.246,9.67369045882163e-05
SLC8A1,7.42219136844364e-23,-0.515633971292217,0.001,0.108,1.0543965058011e-18
ZFP36L1,4.41213850160436e-20,-0.516239407229346,0.279,0.437,6.26788395537916e-16
GIMAP1,3.27800565329726e-19,-0.517646998194929,0.203,0.352,4.65673483107409e-15
BEX3,5.30532461275623e-16,-0.517756778248494,0.034,0.128,7.5367441448815e-12
PLXNB2,2.0851524853444e-23,-0.517758673251428,0.002,0.113,2.96216762068026e-19
YPEL2,4.03786448209043e-19,-0.520595158877544,0.075,0.202,5.73619028325767e-15
SLC25A37,1.50099538439193e-18,-0.521217346401606,0.074,0.197,2.13231404306718e-14
PKM,6.40859410662926e-28,-0.52126190984086,0.332,0.53,9.10404878787753e-24
PECAM1,6.77254659603561e-16,-0.521760500769075,0.116,0.233,9.62107969432819e-12
IL17RA,1.06832721323156e-19,-0.522378506256796,0.072,0.201,1.51766563911675e-15
DNPH1,7.55294802414474e-21,-0.522821176893314,0.052,0.179,1.07297179631e-16
RHOB,7.51829181732327e-17,-0.52310928145176,0.051,0.158,1.06804853556894e-12
BLVRB,6.1519325108405e-18,-0.523396798489239,0.054,0.168,8.73943532490002e-14
